content,score,Sentimen
"Maaf bintang saya turunkan untuk yg kedua kalinya sebab makin di update bukannya makin bagus eh makin jelek. Saya cari barang A yg keluar malah B, mana yg muncul barang iklan gak guna semuanya. Malahan barang yg saya cari ketemu di kategori ""barang terkait"" dan ""barang rekomendasi"", kesel gak tuh capek2 nyari barang yang akhirnya jadi males belanja. Saya pengguna setia akun BL sudah hampir 5 tahun. Jangan sampai saya berpaling ke Market place lain.",2,Negatif
aplikasi bukalapak sangat berat(lelet) saya bilang lelet krn disaat bersamaan buka aplikasi sejenis seperti shope dan tokopedua lancar2 aja. tp buat buka aplikasi ini sngat berat LOLA. notifikasi pesan juga tdk pernah muncul.,2,Negatif
Saya sangat terbantu dengan adanya bukalapak saya lebih mudah berbelanja atau lebih mudah membeli paket prakerja. Terima kasih bukalapak. Buat tambahan. Perbanyak lagi mitra pembelajaran buat prakerja🙏🙏Saya sangat suka dan terbantu. Cara menerangkan dan memberi penjelasannya sangat mudah di pahami sehingga saya sendiri bisa mencoba untuk terjun menjadi freelancer,5,Positif
"Semula saya apresiasi bintang 5, sekarang saya cuma bisa kasih bintang 2 saja. Saya banyak kecewa setelah pake aplikasi lain. Aplikasi lai banyak diskon, banyak voucher, banyak gratis ongkir, dan ga ribet buat klem dan masukin vouchernya saat transaksi. Disini udah vouchernya cuma potongan 3000,5000, harus yg berlogo super sellerlah, udah gitu bau ada potongan ongkir aja harus belanja minimal 200rb, paling kecil harus belanja 100rb. Payah",2,Negatif
Saya suka aplikasinya simpel sederhana menu nya. Yang utama aplikasi anak negeri Disarankan ada fitur mengelola lokasi pelapak yg kita cari karena bisa mencari pelapak terdekat dan meminimalisir biaya pengiriman yg fitur ini sudah ada pada aplikasi pesaing. Terima kasih,5,Positif
"Banyak notifikasi gak penting,,,tolong gak usah ada notiv selain notifikasi transaksi dan pesan,,, seller dan buyer jadi slow reapon gara"" matiin notif di pengaturan ponsel,,,, next update kalo masih banyak notiv gak penting langsung uninstall.",1,Negatif
"Terlalu banyak bug Mohon diperbaiki, di menu upload ktp. Detail provinsi tidak muncul, koneksi bagus tetap gabisa .. dan untuk upload produk tidak bisa dijual, padahal baru pertama kali daftar.. kalo pertamanya kayak gini, gimana nantinya jika sudah jadi pelapak..",2,Negatif
"Saya sudah menyelesaikan pelatihan prakerja di bukalapak, pelatihan dan materinya sangat simpel dan mudah dipahami,sangat membantu.semoga cepat keluar sertifikatnya.",5,Positif
"Mau edit stok varian dari aplikasi selalu tidak bisa,tidak muncul tampilan variannya, kalo apa apa harus pake komputer ngapain dong fungsinya download aplikasi ini?Terahir bisa edit varian dari aplikasi hp adalah waktu versi aplikasi nya masih 4.64.3.Tp sekarang versi itu kalo di buka minta wajib update,setelah update sudah gak bisa muncul variannya kalo mau edit varian. Gimana mau jualan dari hp kalo misalnya gk ada komputer.?",1,Negatif
"wadah jual beli online yang dapat saya percayai...! beberapa kasus bermasalah yang saya alami dari transaksi saya, baik itu dari pengorderan, transaksi sampai pengiriman barang dan penerimaan barang yang bermasalah selalu dapat di selesaikan secara bijak antara pembeli-pedagang dengan perantara BUKALAPAK.",5,Positif
"Saya sangat berterimakasih sekali, dengan adanya Bukalapak dan skill academy ini saya bisa mengikuti pelatihan untuk prakerja. Aksesnya pun mudah, penyampaian materinya pun sangat detail dan terperinci.pelatihannya Mudah di pahami.sangat sangat membantu sekali. Dan sangat bermanfaat bagi saya.trimakasih Bukalapak.👍",5,Positif
"Untuk penjual pemula susah banget produk nya tampil di halaman pencarian meski sdh bertahun2 jualannya. Yang tampil produk2 itu saja saat di search entah gimana algoritma nya sehingga tidak ada kesempatan kpd penjual baru untuk produknya tampil di halaman utama pencarian. Beda dg marketplace lain seperti Shop**, meski baru jualan tapi produk bisa tampil di halaman utama pencarian jadi tidak ada perbedaan antara penjual lama dan penjual baru semua punya kesempatan sama. Aplikasi lelet dibanding s",1,Negatif
"Udah jarang pake ini karena aplikasinya berat banget, harganya pake ""RiBu"" pula, tampilannya kurang bagus bikin bingung harus adaptasi lagi. Pembeli itu ga terlalu pentingkan tampilan baru tapi yg penting cepat, mudah, nyaman dan aman. 🤷‍♂️",2,Negatif
"Saya Novita sari, Peserta kartu prakerja. Saya membeli pelatihan di bukalapak dgn materi ""strategi efektif untuk menjual apapun dgn mudah"" di kelas skill academy. Proses melalui bukalapak sangat cepat dan mudah, Saya sudah menyelesaikan pelatihan dgn baik. Mentor menyampaikan materi dgn detail & menarik, sehingga materi mudah dipahami. Semoga pelatihan ini memotivasi & bermanfaat karena telah menambah wawasan & membantu mengembangkan potensi yg saya miliki. Terimakasih bukalapak & skill academy",5,Positif
"Sebagai penjual merasa keberatan potongan pertansaksi terlalu besar. Semakin besar harga jual, semakin besar juga potongan transaksi penjualannya. Sedangkan keuntungan kami sangat tipis,gimana bisa buat untung, yg ada kami hanya buntung selalu nombok karena pot. Pertransaksi nya besar",1,Negatif
"Saya melakukan pembayaran untuk pemesanan sebuah buku. Tapi karena bukunya tidak di kirim sampai batas waktu maka pemesanan di batalkan. Nah kenapa ketika kembali ke saldo jumlah nya hanya sebatas harga buku padahal saya juga membayar biaya transaksi di gerai tertentu. Padahalkan bukan salah saya barangnya tidak di kirim. Kalau saya pesan di tiga toko berbeda dan semua nya batal ya kan saya jadi rugi di biaya transaksi, barang gak dapat pula",2,Negatif
"Perimisi saya bernama bapak solichin , menurut Sangat membantu untuk berjual online beli online. Khusus nya dalam adanya fitur-fitur yang menarik . Untuk mengerjakan tugas prakerja. Dan sebagainya. Terimakasih banyak 🙏 , tetapi Lebih baiknya kalau memproses sertifikat prakerja dengan waktu yang tepat.., semoga bisa lebih baik lagi",5,Positif
"Terimakasih bukalapak, akhirnya saya bisa belajar dan mengikuti pelatihan dari frakerja. Aplikasi nya mudah di gunakan penjelasan materinya sangat baik dan detail, bahasanya mudah untuk di pahami video nya jelas dan rinci sehingga materi tersampaikan dengan baik. Trimakasih kemenaker saya sangat terbantudengan ini, smga ilmu nya bermanfaat, amiin...",5,Positif
"terima kasih bukalapak, telah menyediakan fitur-fitur yg bervariatif dan mudah diakses, sehingga saya dapat melakukan pembelian pelatihan kartu prakerja melalui bukalapak dengan mudah dan saya dapat memulai pelatihan di skill academy dengan cepat.",5,Positif
"Assalamualaikum.. hai salam kenal kawan semua saya Vera , saya sudah membeli pelatihan Skill Academy "" belajar bahasa mandarin dasar "" by ruang guru melalui bukalapak . Transaksinya sangat mudah tidam rebet , respon cepat membuat saya sangat terbantu 👍 untuk pelatihannya sangat baik materi kelasnya juga sangat berkualitas , cara penyampainya juga sangat jelas dan mudah untuk di pahami , sangat mudah untuk menambah wawasan bahasa dan semngat untuk saya . Terimakasih 😊🙏",5,Positif
"Assalamualaikum, terima kasih bukalapak atas kerja samanya, saya beli pelatihan GETI di BUKALAPAK untuk mitra pelatihan prakerja gelombang 9 sangat membantu sekali materinya sangat mudah dipahami pematerinya sangat handal dan mudah dimengerti untuk pemula seperti saya untuk mengawali penjualan online. Terima kasih BUKALAPAK",5,Positif
"Platform terbik penyedia pelatihan Belajar di skill akademi yg sangat memuaskan,materi yang disampaikan begitu detail dan rinci,penyampaiannya pun juga mudah dipahami sehingga menangkap materi yang disampaikan mudah,belajar lebih menyenangkan",5,Positif
"Trima kasih buka lapak karena telah banyak memperhatikan pelanggan yg setia dan banyak mengadakan perubahan tp saya masih tdk mau kasih bintang lima karena 2 alasan ;1.karena terlalu lemot saat mengakses fitur beli terhitung sejak tekan ""beli""memerlukan waktu 60detik dan sangat membosankan jadi harus diperbaiki dan bila menulis jumlah angka slalu hilang.2 sangat sedikit COD yg berikan dan slalu daerah agak jauh dan jarang sekali ditampilkan daerah surabaya dan sekitarnya.",4,Positif
"Saya dari gelombang 8 prakerja...sudah 2 pelatihan yang diikuti... Keduanya sangat bermanfaat dan mudah d mengerti, proses sertifikatnya nya juga cepat.. Semoga lancar sampai pencairan insentifnya... Terima kasih bukalapak..",5,Positif
"Dari list favorit, setelah beberapa saat list berikutnya berubah menjadi rekomendasi, hingga kursor sampai bawah baru beralih ke daftar list favorit lagi. Sangat mengganggu & menghabiskan kuota utk konsumsi data yg tdk perlu. Kalo fitur ini sudah dihilangkan, sya kasi bintang 5.",2,Negatif
"Haloo, saya telah membeli pelatihan dibukalapak. Pelatihannya sangat baik, detail, urut. Saya sangat senang dapat ilmu lagi. Buat saya pelatihan ini sangat bermanfaat dapat mengembangkan kreativitas dan ide - ide baru lagu. Terimakasih :)",5,Positif
"Aplikasinya sangat mudah digunakan, jika terdapat masalah customet service juga mudah untuk dihubungi dan memberitahu step by step mengenai masalah yang dialami.... Aplikasi sangat cocok untuk digunakan...banyak keuntungannya jugaa...semangat untul kedepannya semoga menjadi lebih besar dan menjadi mitra masyarakat",5,Positif
Aplikasi bukalapak sangat membantu saya dalam pelatihan prakerja saya.. banyak materi2 di buka lapak dan saya memilih materi dari skill academy.. sangat membantu sesuai dengan kemampuan dan keterampilan saya..terima kasih,5,Positif
"Assalamu'alaykum...sy tika telah membeli program pelatihan prakerja di bukalapak..telah menyelesaikan pelatihan dri skill academy, penyampaian materi yg ringan dan mudah dimengerti, sangat bermanfaat utk sy. Terimaksih.",5,Positif
"Barang tersedia lebih byk dari lainnya, proses kirim cepat dan pilihan jenis ekspedisi kirim ada byk, harga variatif pilihan jg kompetitif, sayangnya sy dapat promo uda salin kode mau paste mau dipake saat pesan bayar ga bs, mau balik cari promo bingung bgmn, mohon pencerahannya, dan sbg masukan lainkali promo diperuntukkan bagi pengguna baru aplikasi ini TDK perlu lg diminta masukin kode langsung otomatis terisi sekian misalnya jadi tdk menyulitkan Customer baru bergabung. Trims",4,Positif
"Sebagai peserta prakerja ilmu saya jadi bertambah materinya sangat jelas & lengkap, penyampaian juga bagus sehingga mudah dipahami, terima kasih bukalapak sudah menjadi mitra platform resmi prakerja semuanya menjadi mudah & cepat untuk menambah ilmu",5,Positif
Aplikasi bukalapak sangat membantu saya sekali dalam memenuhi kebutuhan pribadi saya. Semua Barang2nya murah dan berkualitas sekali. Pokoknya cepat tanggap respon.. Recommended sekali !! Untuk pembelian pelatihan prakerja di skill academi by ruang guru sangat mudah digunakan dan bermanfaat sekali.. Ia the best bgt dah Terimakasih banyak bukalapak,5,Positif
Saya kasih bintang 3 dulu karna lg nunggu sertifikat prakerjanya muncul. . Ntar kalau sudah muncul saya kasih bintang 5 Aplikasinya sangat keren sih. . Karna klaw mau beli kelas di prakerja sangat mudah prosesnya cepat banget. . . Udah saya tambahin bintang nya puas sama buka lapak cepat dan mudah di pahami. .,5,Positif
"Assalamualaikum wr.wb saya telah mengikuti pelatihan prakerja dengan judul pelatihan ""Strategi Efektif Untuk Menjual Apapun Dengan Mudah"". Materi yang dibawakan mudah dipahami dan saat pembawaan materinya terasa enjoy dan nyaman di dengar. Saya harap sertifikat saya di dashboard dapat segera tersedia. Sukses selalu untuk bukalapak dan prakerja :)",5,Positif
"Sangat rekomendedd banget buat peserta prakerja agar membeli pelatihan di bukalapak (skill academy) karna materinya sangat membantu , mudah dipahami , menambah wawasan, prosesnya juga tidak ribet dan pokoknya the bestt. Terimakasih buka lapak🌹🌹😍😍",5,Positif
"Haiii,,sy pengguna Bukalapak yg bekerjasama dgn skill akademi dan telah selesai melakukan transaksi kupon prakerja untuk pelatiha customer service., sy juga telah mengikuti pelatihannya yg sangat mudah dimengerti, dipahami, dan sangat membantu sy. Terimakasih.",5,Positif
Menyedikan banyak pilihan ekspedisi yang dapat disesuaikan ongkos jasa kirimnya. Menawarkan banyak diskon pada jenis produk tertentu yang dijual dalam marketplace. Banyak promo menarik yang diberikan untuk usernya. Proses transaksi dilayani sangat cepat. Juga sangat rekomendasi untuk prmbelian pelatihan prakerja yg sudah saya coba.,5,Positif
"Assalamualaikum saya vita sebagai peserta kartu prakerja yang mengikuti pelatihan melalui skill academy dan membelinya lewat bukalapak, sebagai pengguna baru aksesnya cukup mudah tidak ribet, tema2 pelatihannya pun banyak yg menarik,edukatif dan inspiratif sehingga saya bisa melalui pelatihan ini dg baik.. Trimakasih bukalapak.",5,Positif
"pokonya super aman dan nyaman banget belaja di BL skrng banyak fitur yg lebih berguna untuk saya dan teman"" saya pun beralih ke buka lapak 😁 . semoga aja saya dapat gunain fitur bayar nanti:( kayanya pasti lebih top lagi terimakasih bukalapak telah mempermudah kebutuhan saya ^...^",5,Positif
"aplikasi jual beli online yg dikemas dan disajikan oleh aplikator yg profesional.. transaksi sangat cepat, mudah dan praktis.. tidak seperti kompetitornya *a*a*a.. yaah, walaupun Bukalapak masih ada kekurangan nya juga, kekurangan nya yaitu tidak pernah / belum memilih saya sebagai pemenang serbu seru..😄😄",5,Positif
Assalamualaikum saya sudah membelih dan mengikuti pelatihan yang di sediakan di buka lapak yang berjudul (Kuasai Cara Berbicara Depan Umum dengan Teknik NLP) dan pelatihannya sangat bagus dan materinya mudah di pahami... Semoga apliaksi buka lapak makin sukses terus..,5,Positif
"Saya order dengan metode pembayaran VA tidak langsung diverifikasi, bahkan sdh saya lampirkan juga bukti transfernya berikut dokumen tambahannya, sampai akhirnya orderan saya tercancel otomatis, barang gak dapat duitpun sampai ini belum dikembalikan. Saya sudah coba komplain sdh berulang kali dr kemarin sampai saat ini, tapi respon dari pihak BL sangat buruk, sampai pada akhirnya komplain saya dialihkan dengan tiket yang berbeda, dan saya disuruh membalas ke nomor tiket tersebut. KECEWA",1,Negatif
"Terimakasih bukalapak sudah bekerjasama dengan mitra pelatihan prakerja , sangat membantu sekali pelatihan yang sangat bagus detail jelas bisa menambah wawasan atau ilmu pengetahuan dan pelatihan yang sayang mudah di pahami atau di mengerti",5,Positif
"Trimkasih bukalapak telah menjadi mitra dr kartu prakerja yg menyediakan pelatihan² yg bermanfaat bagi seseorang untuk menambah ilmu, wawasan, ketrampilan , dan jg memberikan peluang untuk membuka usaha baru.",5,Positif
"Sangat bermanfaat,materi mudah dipahami krn disampaikan dgn bahasa yg tdk semuanya formal,biar lebih bagus lg,ebook diperbaiki lg sedikit krn masih ada yg typo dan ada soal yg materi tdk dijelaskan,tambahkan opsi kualitas video yg diputar oleh user,jumlah",5,Positif
Materi yg disampaikan dalam kelas sangat interkatif dan jelas. Cenderung menggunakan bahasa yang mudah dipahami dan tidak membuat bingung. Sukses selaluuuuu! terima kasih banyaaak mitra prakerja😊,5,Positif
Terimakasih banyak kami ucapkan kepada bukalapak telah menyediakan kelas pelatihan strategi menjual apapun dengan mudah dengan adanya kelas ini dapat memberikam ilmu baru dan menambaj wawasan semoga ilmu ini bermanfaat bagi saya. Dan saya mengalami kesulitan untuk memberikan ranting dan ulasan di dalam aplikasi tokopedia atas prosedur kartu prakerja karena saya cari -cari tidak ada apakah tidak tesedia atau di mana tempatnya.,5,Positif
"Parah udah 2 kali order pembayaran lewat indomart sukses tapi status pembayaran masih menunggu pembayaran! Sampe batas waktu kadaluarsa habis tapi status masih menunggu pembayaran!! Uang saya di kemanakan! Udah komplain tapi respon gtu gtu ajah , saya cuma pengen uang kembali!!! Perbaiki kesalahan system pembayaran yg ngaco min",1,Negatif
"Aplikasinya makin berat saja, terus sistem pencariannya kurang lengkap gak kayak seperti yg dulu... Tolong buat lebih ringan aplikasinya, dan terutama pada bagian sistem pencarian, karena kurang mampu menampilkan barang2 yg dicari, gx kayak aplikasi toko online sebelah yang makin hebat saja...",2,Negatif
"Sangat bagus aplikasi ini. Dimana terdapat beberapa fitur di dalam nya yg memberikan pembelajaran serta bisa mengedukasi pola pikir yang salah menjadi benar, dan menjadi paham betul akan gagasan pikiran yg mau di uturakan atau disampaikan.",5,Positif
