content,score,Sentimen,lowerCase,text_StopWord,text_tokens,text_stemindo
"Bagus, dan menarik, tapi tolong di perbaharui untuk edit profil data pribadi, untuk ditingkatkan lagi di tanggal lahir, agar memudahkan mengisi/mengedit tanpa harus geser 1persatu mulai dari tahun yang sangat lama, Terimakasih 🙏",5,1,bagus dan menarik tapi tolong di perbaharui untuk edit profil data pribadi untuk ditingkatkan lagi di tanggal lahir agar memudahkan mengisimengedit tanpa harus geser persatu mulai dari tahun yang sangat lama terimakasih ,bagus menarik tolong perbaharui edit profil data pribadi ditingkatkan tanggal lahir memudahkan mengisimengedit geser persatu terimakasih,"['bagus', 'menarik', 'tolong', 'perbaharui', 'edit', 'profil', 'data', 'pribadi', 'ditingkatkan', 'tanggal', 'lahir', 'memudahkan', 'mengisimengedit', 'geser', 'persatu', 'terimakasih']",bagus tarik tolong baharu edit profil data pribadi tingkat tanggal lahir mudah mengisimengedit geser satu terimakasih
"Setiap saya masuk menu transaksi dan memilih pembelian untuk melihat tracking pesanan saya aplikasi langsung off dengan sendirinya. Tolong diperbaikin bug dimenu transaksi, saya tidak bisa konfirmasi penerimaan barang yg saya pesan. Kasihan si penjual tidak langsung mendapat uang hasil jualannya...thx",2,0,setiap saya masuk menu transaksi dan memilih pembelian untuk melihat tracking pesanan saya aplikasi langsung off dengan sendirinya tolong diperbaikin bug dimenu transaksi saya tidak bisa konfirmasi penerimaan barang yg saya pesan kasihan si penjual tidak langsung mendapat uang hasil jualannyathx,masuk menu transaksi memilih pembelian tracking pesanan aplikasi langsung off tolong diperbaikin bug dimenu transaksi konfirmasi penerimaan barang pesan kasihan si penjual langsung uang hasil jualannyathx,"['masuk', 'menu', 'transaksi', 'memilih', 'pembelian', 'tracking', 'pesanan', 'aplikasi', 'langsung', 'off', 'tolong', 'diperbaikin', 'bug', 'dimenu', 'transaksi', 'konfirmasi', 'penerimaan', 'barang', 'pesan', 'kasihan', 'si', 'penjual', 'langsung', 'uang', 'hasil', 'jualannyathx']",masuk menu transaksi pilih beli tracking pesan aplikasi langsung off tolong diperbaikin bug menu transaksi konfirmasi terima barang pesan kasihan si jual langsung uang hasil jualannyathx
"Aplikasinya membantu bangat bisa belanja jarak jauh dan memudahkan dalam transaksi,,, membantu untuk cari barang-barang yg di inginkan dan sesuai dengan harapan dech pokoknya, untuk yg gx bisa bepergian buka aja buka lapak langsung belanja. Terima kasih buka lapak.",5,1,aplikasinya membantu bangat bisa belanja jarak jauh dan memudahkan dalam transaksi membantu untuk cari barangbarang yg di inginkan dan sesuai dengan harapan dech pokoknya untuk yg gx bisa bepergian buka aja buka lapak langsung belanja terima kasih buka lapak,aplikasinya membantu bangat belanja jarak memudahkan transaksi membantu cari barangbarang sesuai harapan dech pokoknya gx bepergian buka buka lapak langsung belanja terima kasih buka lapak,"['aplikasinya', 'membantu', 'bangat', 'belanja', 'jarak', 'memudahkan', 'transaksi', 'membantu', 'cari', 'barangbarang', 'sesuai', 'harapan', 'dech', 'pokoknya', 'gx', 'bepergian', 'buka', 'buka', 'lapak', 'langsung', 'belanja', 'terima', 'kasih', 'buka', 'lapak']",aplikasi bantu bangat belanja jarak mudah transaksi bantu cari barangbarang sesuai harap dech pokok gx pergi buka buka lapak langsung belanja terima kasih buka lapak
di perbarui bukannya tambah bagus tapi jadi crash dan error (klik cuma satu fitur loading lama sekali padahal jaringan internet nya bagus dan stagnan tidak bergerak serta force close)..parah,1,0,di perbarui bukannya tambah bagus tapi jadi crash dan error klik cuma satu fitur loading lama sekali padahal jaringan internet nya bagus dan stagnan tidak bergerak serta force closeparah,perbarui bagus crash error klik fitur loading jaringan internet bagus stagnan bergerak force closeparah,"['perbarui', 'bagus', 'crash', 'error', 'klik', 'fitur', 'loading', 'jaringan', 'internet', 'bagus', 'stagnan', 'bergerak', 'force', 'closeparah']",baru bagus crash error klik fitur loading jaring internet bagus stagnan gerak force closeparah
"Lelet .....Kurang bisa diandalkan...ayo dong perbaiki secepatnya...nanti ketinggalan.....kita komplain begini paling jawabnya suruh ke kotak surat sama sistem.....kurang bisa dijadikan solusi Betul kan ....suruh ke form...itu dia masalahnya...jawaban itu yg biasa dipakai, dan solusinya lama...waalaaeh",1,0,lelet kurang bisa diandalkanayo dong perbaiki secepatnyananti ketinggalankita komplain begini paling jawabnya suruh ke kotak surat sama sistemkurang bisa dijadikan solusi betul kan suruh ke formitu dia masalahnyajawaban itu yg biasa dipakai dan solusinya lamawaalaaeh,lelet diandalkanayo perbaiki secepatnyananti ketinggalankita komplain suruh kotak surat sistemkurang dijadikan solusi suruh formitu masalahnyajawaban dipakai solusinya lamawaalaaeh,"['lelet', 'diandalkanayo', 'perbaiki', 'secepatnyananti', 'ketinggalankita', 'komplain', 'suruh', 'kotak', 'surat', 'sistemkurang', 'dijadikan', 'solusi', 'suruh', 'formitu', 'masalahnyajawaban', 'dipakai', 'solusinya', 'lamawaalaaeh']",lelet diandalkanayo baik secepatnyananti ketinggalankita komplain suruh kotak surat sistemkurang jadi solusi suruh formitu masalahnyajawaban pakai solusi lamawaalaaeh
"Buang buang kuota aku padahal udah instal aplikasi pas udah menginstal malah kembali lagi harus di ulang dari awal udah berkali kali payah,tolol!!!! aku coba buat instal tapi selalu ngga bisa padahal kuota masih banyak sinyal bagus buat nonton you tube lancar lancar aja Tolong segera di perbaiki!!",1,0,buang buang kuota aku padahal udah instal aplikasi pas udah menginstal malah kembali lagi harus di ulang dari awal udah berkali kali payahtolol aku coba buat instal tapi selalu ngga bisa padahal kuota masih banyak sinyal bagus buat nonton you tube lancar lancar aja tolong segera di perbaiki,buang buang kuota udah instal aplikasi pas udah menginstal ulang udah berkali kali payahtolol coba instal ngga kuota sinyal bagus nonton you tube lancar lancar tolong perbaiki,"['buang', 'buang', 'kuota', 'udah', 'instal', 'aplikasi', 'pas', 'udah', 'menginstal', 'ulang', 'udah', 'berkali', 'kali', 'payahtolol', 'coba', 'instal', 'ngga', 'kuota', 'sinyal', 'bagus', 'nonton', 'you', 'tube', 'lancar', 'lancar', 'tolong', 'perbaiki']",buang buang kuota udah instal aplikasi pas udah menginstal ulang udah kali kali payahtolol coba instal ngga kuota sinyal bagus nonton you tube lancar lancar tolong baik
"Dulu aplikasinya ringan semakin kesini semamin berat,,sering bgt keluar sendiri,sering ngefreze,padahal RAM masih banyak..mau nyari barang ajah susah bgt...! Tolong lah diperbaiki..kalau masih mau bersaing.'!",1,0,dulu aplikasinya ringan semakin kesini semamin beratsering bgt keluar sendirisering ngefrezepadahal ram masih banyakmau nyari barang ajah susah bgt tolong lah diperbaikikalau masih mau bersaing,aplikasinya ringan kesini semamin beratsering bgt sendirisering ngefrezepadahal ram banyakmau nyari barang ajah susah bgt tolong diperbaikikalau bersaing,"['aplikasinya', 'ringan', 'kesini', 'semamin', 'beratsering', 'bgt', 'sendirisering', 'ngefrezepadahal', 'ram', 'banyakmau', 'nyari', 'barang', 'ajah', 'susah', 'bgt', 'tolong', 'diperbaikikalau', 'bersaing']",aplikasi ringan kesini semamin beratsering bgt sendirisering ngefrezepadahal ram banyakmau nyari barang ajah susah bgt tolong diperbaikikalau saing
Belanja lebih aman dan terlindungi karena belanja online tu resikonya besar. Buat para pedagang nakal yang ngirim ga sesuai pesanan harap ada sanksi soalnya klo udah kejadian kita rugi waktu..sudah gtu ongkos return kita yang bayar ke kurir walaupun sebaliknya penjual yang bayar ketika kirim ulang...dan kebanyakan terima aja karena ga mau ribet...,4,1,belanja lebih aman dan terlindungi karena belanja online tu resikonya besar buat para pedagang nakal yang ngirim ga sesuai pesanan harap ada sanksi soalnya klo udah kejadian kita rugi waktusudah gtu ongkos return kita yang bayar ke kurir walaupun sebaliknya penjual yang bayar ketika kirim ulangdan kebanyakan terima aja karena ga mau ribet,belanja aman terlindungi belanja online tu resikonya pedagang nakal ngirim sesuai pesanan harap sanksi klo udah kejadian rugi waktusudah gtu ongkos return bayar kurir penjual bayar kirim ulangdan kebanyakan terima ribet,"['belanja', 'aman', 'terlindungi', 'belanja', 'online', 'tu', 'resikonya', 'pedagang', 'nakal', 'ngirim', 'sesuai', 'pesanan', 'harap', 'sanksi', 'klo', 'udah', 'kejadian', 'rugi', 'waktusudah', 'gtu', 'ongkos', 'return', 'bayar', 'kurir', 'penjual', 'bayar', 'kirim', 'ulangdan', 'kebanyakan', 'terima', 'ribet']",belanja aman lindung belanja online tu resiko dagang nakal ngirim sesuai pesan harap sanksi klo udah jadi rugi waktusudah gtu ongkos return bayar kurir jual bayar kirim ulangdan banyak terima ribet
"kadang kita tdk mengetik/tdk tau merk di judul pencarian dengan tepat, pencarian tdk bisa di temukan.. harusnya ada hasil (rekomendasi) dengan kata kunci yg mirip.. tolong di perbaiki algoritmanya..",2,0,kadang kita tdk mengetiktdk tau merk di judul pencarian dengan tepat pencarian tdk bisa di temukan harusnya ada hasil rekomendasi dengan kata kunci yg mirip tolong di perbaiki algoritmanya,kadang mengetiktdk tau merk judul pencarian pencarian temukan hasil rekomendasi kunci tolong perbaiki algoritmanya,"['kadang', 'mengetiktdk', 'tau', 'merk', 'judul', 'pencarian', 'pencarian', 'temukan', 'hasil', 'rekomendasi', 'kunci', 'tolong', 'perbaiki', 'algoritmanya']",kadang mengetiktdk tau merk judul cari cari temu hasil rekomendasi kunci tolong baik algoritmanya
"Hati2 belanja di BL, saya belanja 5 item pas udh dalam perjalanan secara sepihak tanpa alasan yg jelas paket saya direturn balik ke penjual... Dana saya direfund dengan potongan full ongkir... Saya kena potongan ongkir 280rb dari transaksi brg yg tidak sampai ke saya dengan alasan tidak jelas...Bukalapak tidak profesional dalam menilai transaksi...saya sebagai konsumen merasa sangat dirugikan, Hati2 y yg belanja dibukalapak, apalagi pake kurir sicepat, Mereka kerja sama potong uang org seenaknya",1,0,hati belanja di bl saya belanja  item pas udh dalam perjalanan secara sepihak tanpa alasan yg jelas paket saya direturn balik ke penjual dana saya direfund dengan potongan full ongkir saya kena potongan ongkir rb dari transaksi brg yg tidak sampai ke saya dengan alasan tidak jelasbukalapak tidak profesional dalam menilai transaksisaya sebagai konsumen merasa sangat dirugikan hati y yg belanja dibukalapak apalagi pake kurir sicepat mereka kerja sama potong uang org seenaknya,hati belanja bl belanja item pas perjalanan alasan paket direturn penjual dana direfund potongan full ongkir kena potongan ongkir rb transaksi brg alasan jelasbukalapak profesional menilai transaksisaya konsumen dirugikan hati y belanja dibukalapak kurir sicepat kerja potong uang org,"['hati', 'belanja', 'bl', 'belanja', 'item', 'pas', 'perjalanan', 'alasan', 'paket', 'direturn', 'penjual', 'dana', 'direfund', 'potongan', 'full', 'ongkir', 'kena', 'potongan', 'ongkir', 'rb', 'transaksi', 'brg', 'alasan', 'jelasbukalapak', 'profesional', 'menilai', 'transaksisaya', 'konsumen', 'dirugikan', 'hati', 'y', 'belanja', 'dibukalapak', 'kurir', 'sicepat', 'kerja', 'potong', 'uang', 'org']",hati belanja bl belanja item pas jalan alas paket direturn jual dana direfund potong full ongkir kena potong ongkir rb transaksi brg alas jelasbukalapak profesional nilai transaksisaya konsumen rugi hati y belanja dibukalapak kurir sicepat kerja potong uang org
"Selama ini belum ada masalah. Oke deh pokoknya. Cuma tambahan saja, Di kata kunci pencarian agar lebih mudah untuk mencari barang sesuai dengan kata kunci. 🙏 Untuk filter dari harga terendah atau harga tertinggi, kadang tidak berurutan harga tinggi dan rendahnya",4,1,selama ini belum ada masalah oke deh pokoknya cuma tambahan saja di kata kunci pencarian agar lebih mudah untuk mencari barang sesuai dengan kata kunci  untuk filter dari harga terendah atau harga tertinggi kadang tidak berurutan harga tinggi dan rendahnya,oke deh pokoknya tambahan kunci pencarian mudah mencari barang sesuai kunci filter harga terendah harga tertinggi kadang berurutan harga rendahnya,"['oke', 'deh', 'pokoknya', 'tambahan', 'kunci', 'pencarian', 'mudah', 'mencari', 'barang', 'sesuai', 'kunci', 'filter', 'harga', 'terendah', 'harga', 'tertinggi', 'kadang', 'berurutan', 'harga', 'rendahnya']",oke deh pokok tambah kunci cari mudah cari barang sesuai kunci filter harga rendah harga tinggi kadang rurut harga rendah
"Sejauh saya gunakan aplikasi belanja online.samapi saat ini, semua menyajikan kenyamanan dan kemudahan. Termasuk segala rupa promo benar ada nya, serta voucher yang di Terima mudah di gunakan dan jelas terbukti.makasih bukalapak",5,1,sejauh saya gunakan aplikasi belanja onlinesamapi saat ini semua menyajikan kenyamanan dan kemudahan termasuk segala rupa promo benar ada nya serta voucher yang di terima mudah di gunakan dan jelas terbuktimakasih bukalapak,aplikasi belanja onlinesamapi menyajikan kenyamanan kemudahan rupa promo voucher terima mudah terbuktimakasih bukalapak,"['aplikasi', 'belanja', 'onlinesamapi', 'menyajikan', 'kenyamanan', 'kemudahan', 'rupa', 'promo', 'voucher', 'terima', 'mudah', 'terbuktimakasih', 'bukalapak']",aplikasi belanja onlinesamapi saji nyaman mudah rupa promo voucher terima mudah terbuktimakasih bukalapak
Sangat mengecewakan kalau buat komplain.. Jawabanya hanya paka pesan otomatis.. Sesuatu yang sudah diberikan tidak dilihat dan tidak dibaca ulang.. Padahal sudah kasih video saat pemasangan saat pertama kali unboxing tapi masih diminta untuk melampirkan.. Sanggat mengecewakan.. Mending transaksi di tokopedia saja..,1,0,sangat mengecewakan kalau buat komplain jawabanya hanya paka pesan otomatis sesuatu yang sudah diberikan tidak dilihat dan tidak dibaca ulang padahal sudah kasih video saat pemasangan saat pertama kali unboxing tapi masih diminta untuk melampirkan sanggat mengecewakan mending transaksi di tokopedia saja,mengecewakan komplain jawabanya paka pesan otomatis dibaca ulang kasih video pemasangan kali unboxing melampirkan sanggat mengecewakan mending transaksi tokopedia,"['mengecewakan', 'komplain', 'jawabanya', 'paka', 'pesan', 'otomatis', 'dibaca', 'ulang', 'kasih', 'video', 'pemasangan', 'kali', 'unboxing', 'melampirkan', 'sanggat', 'mengecewakan', 'mending', 'transaksi', 'tokopedia']",kecewa komplain jawabanya paka pesan otomatis baca ulang kasih video pasang kali unboxing lampir sanggat kecewa mending transaksi tokopedia
"Pelayanan bagus sekali, ada komplain langsung di handle dan masalah selesai. Tolong diperbaiki di menu bukabantuan, saya pilih, kemudian masukan masalahnya. Tapi saya tidak bisa klik tombol lanjutkan, saya coba berkali2, bahkan restart dulu hape masih gabisa, saya coba besoknya jga tetep gabisa, mohon diperbaiki, dan gerak cepat nya tolong dipertahankan.",5,1,pelayanan bagus sekali ada komplain langsung di handle dan masalah selesai tolong diperbaiki di menu bukabantuan saya pilih kemudian masukan masalahnya tapi saya tidak bisa klik tombol lanjutkan saya coba berkali bahkan restart dulu hape masih gabisa saya coba besoknya jga tetep gabisa mohon diperbaiki dan gerak cepat nya tolong dipertahankan,pelayanan bagus komplain langsung handle selesai tolong diperbaiki menu bukabantuan pilih masukan klik tombol lanjutkan coba berkali restart hape gabisa coba besoknya jga tetep gabisa mohon diperbaiki gerak cepat tolong dipertahankan,"['pelayanan', 'bagus', 'komplain', 'langsung', 'handle', 'selesai', 'tolong', 'diperbaiki', 'menu', 'bukabantuan', 'pilih', 'masukan', 'klik', 'tombol', 'lanjutkan', 'coba', 'berkali', 'restart', 'hape', 'gabisa', 'coba', 'besoknya', 'jga', 'tetep', 'gabisa', 'mohon', 'diperbaiki', 'gerak', 'cepat', 'tolong', 'dipertahankan']",layan bagus komplain langsung handle selesai tolong baik menu bukabantuan pilih masuk klik tombol lanjut coba kali restart hape gabisa coba besok jga tetep gabisa mohon baik gerak cepat tolong tahan
"gabisa buka zona kalap, gabisa buka zona pengguna baru. tp kalo mau belanja yg lain lancar2 aja 👎👎 Ditambah menu potong harga ga bisa di akses. Cuma blank whitescreen. Kalo emg udh ga ada hapus aja dr home nya. Makin kesini BL makin jatoh !!!",1,0,gabisa buka zona kalap gabisa buka zona pengguna baru tp kalo mau belanja yg lain lancar aja  ditambah menu potong harga ga bisa di akses cuma blank whitescreen kalo emg udh ga ada hapus aja dr home nya makin kesini bl makin jatoh ,gabisa buka zona kalap gabisa buka zona pengguna kalo belanja lancar ditambah menu potong harga akses blank whitescreen kalo emg hapus home kesini bl jatoh,"['gabisa', 'buka', 'zona', 'kalap', 'gabisa', 'buka', 'zona', 'pengguna', 'kalo', 'belanja', 'lancar', 'ditambah', 'menu', 'potong', 'harga', 'akses', 'blank', 'whitescreen', 'kalo', 'emg', 'hapus', 'home', 'kesini', 'bl', 'jatoh']",gabisa buka zona kalap gabisa buka zona guna kalo belanja lancar tambah menu potong harga akses blank whitescreen kalo emg hapus home kesini bl jatoh
